id	submission_id	user	username	userImageURL	downloadURL	hyperparameter	description	result	last	final	EM	F1
41	18722	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0041/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133433Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=5459dc67e0713dc93ca3d2eb935e60f0249dd9b2131c1eab5a821d8d379a4953"	"{\"training\": {}, \"inference\": {}}"	"batch32 62.5 71 -> elastic"	"{\"EM\": {\"value\": \"50.00%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"63.56%\", \"rank\": false, \"decs\": true}}"	"2021-05-17T00:21:56.212352+09:00"	false	"50.00%"	"63.56%"
48	19136	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0048/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133433Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=26a323c471284dec5894cdfef8d3cefcab60b9009c85e956708554e82bc93863"	"{\"training\": {}, \"inference\": {}}"	"도윤님 elastic top2"	"{\"EM\": {\"value\": \"49.58%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"63.75%\", \"rank\": false, \"decs\": true}}"	"2021-05-18T01:14:06.021749+09:00"	false	"49.58%"	"63.75%"
25	16839	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0025/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133433Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=2f5cd73472c8eab6a2f159873e7024244f06e6f3053c5a7747a8cb22f743e576"	"{\"training\": {}, \"inference\": {}}"	"koelectra-korquad em 62 f1 71top5"	"{\"EM\": {\"value\": \"49.17%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"62.45%\", \"rank\": false, \"decs\": true}}"	"2021-05-11T00:46:48.368698+09:00"	false	"49.17%"	"62.45%"
31	17282	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0031/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=c7707d037b6c9b30c0b33ccbb79fad1d6a53c06d479ed64fb7c273eef94561b0"	"{\"training\": {}, \"inference\": {}}"	"pp j 나오면 컷"	"{\"EM\": {\"value\": \"48.75%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"61.56%\", \"rank\": false, \"decs\": true}}"	"2021-05-12T14:29:17.997177+09:00"	false	"48.75%"	"61.56%"
45	18748	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0045/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=62405bbe0dd3f3b142f68debe5bdd81dcd13449ea89e423f552bd117dfc8c3ba"	"{\"training\": {}, \"inference\": {}}"	"batch8 63.3 71.9 -> top3 bm25"	"{\"EM\": {\"value\": \"48.75%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.96%\", \"rank\": false, \"decs\": true}}"	"2021-05-17T02:39:19.012456+09:00"	false	"48.75%"	"60.96%"
27	16973	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0027/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=00af74d801078033411d7da6f12dea9e87c712b521e823c9a92ab77b29327cf3"	"{\"training\": {}, \"inference\": {}}"	"koelectra-korquad em 62 f1 71top10"	"{\"EM\": {\"value\": \"48.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"61.48%\", \"rank\": false, \"decs\": true}}"	"2021-05-11T15:35:23.810589+09:00"	false	"48.33%"	"61.48%"
37	17785	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0037/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=84a9f70b86ff40afac38085159ed28575799cd0c9e04f4824ec62730d679fc35"	"{\"training\": {}, \"inference\": {}}"	"batch32 62.5 71"	"{\"EM\": {\"value\": \"48.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.97%\", \"rank\": false, \"decs\": true}}"	"2021-05-14T01:56:51.449446+09:00"	false	"48.33%"	"60.97%"
49	19637	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0049/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=98415b745c17947f012724e7fca539a96f332ad51ce9a3cd2956586d5ce5945b"	"{\"training\": {}, \"inference\": {}}"	"bm25 top3"	"{\"EM\": {\"value\": \"48.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"61.10%\", \"rank\": false, \"decs\": true}}"	"2021-05-19T02:35:35.417469+09:00"	false	"48.33%"	"61.10%"
38	17943	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0038/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=32151d003340bfd840d80c67608fdc0da992c1f5804c4e54a150afe41708b0bd"	"{\"training\": {}, \"inference\": {}}"	"reranking 1000 -> 3"	"{\"EM\": {\"value\": \"47.92%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"61.96%\", \"rank\": false, \"decs\": true}}"	"2021-05-14T15:04:09.039076+09:00"	false	"47.92%"	"61.96%"
44	18731	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0044/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=de68318082ea01a9d41ab381fc1d5a67ead311819c34c86dc0c8006f6de76a0b"	"{\"training\": {}, \"inference\": {}}"	"batch8 63.3 71.9 -> top1"	"{\"EM\": {\"value\": \"47.92%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.87%\", \"rank\": false, \"decs\": true}}"	"2021-05-17T01:14:43.183317+09:00"	false	"47.92%"	"60.87%"
39	17958	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0039/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=302de160be325f48aa3cf38ef80e9162db7af33a98862015617e59160fef4072"	"{\"training\": {}, \"inference\": {}}"	"reranking 100 -> 3"	"{\"EM\": {\"value\": \"47.50%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"59.52%\", \"rank\": false, \"decs\": true}}"	"2021-05-14T15:46:34.618806+09:00"	false	"47.50%"	"59.52%"
40	17959	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0040/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=4f98bfd658878199e05eb90829d84fa88b250c9e7828b1e4ca63a2e0f9f688cc"	"{\"training\": {}, \"inference\": {}}"	"reranking 100 -> 3"	"{\"EM\": {\"value\": \"47.50%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"59.52%\", \"rank\": false, \"decs\": true}}"	"2021-05-14T15:46:35.759157+09:00"	false	"47.50%"	"59.52%"
26	16971	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0026/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=667349f22c83c19c5e9069f8be21a3e71bfd89dde78293ea5dd9bc6ea60ba017"	"{\"training\": {}, \"inference\": {}}"	"koelectra-korquad em 62 f1 71top20"	"{\"EM\": {\"value\": \"47.08%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.82%\", \"rank\": false, \"decs\": true}}"	"2021-05-11T15:29:24.784776+09:00"	false	"47.08%"	"60.82%"
50	19650	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0050/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=d39004f15346450a73e784bec86253c4a30e84e03fcb1b5ba4bc41cef9de1a8d"	"{\"training\": {}, \"inference\": {}}"	"batch32 62.5 71 bm25 top3"	"{\"EM\": {\"value\": \"46.67%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"58.88%\", \"rank\": false, \"decs\": true}}"	"2021-05-19T03:57:19.521826+09:00"	false	"46.67%"	"58.88%"
36	17621	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0036/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f13bd405555f79bcffcb569cfc8125eba637c75b2dc4491fd76ce30fda27af9e"	"{\"training\": {}, \"inference\": {}}"	"korquad   klue 60 68"	"{\"EM\": {\"value\": \"46.25%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.35%\", \"rank\": false, \"decs\": true}}"	"2021-05-13T16:14:52.469104+09:00"	false	"46.25%"	"60.35%"
30	17131	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0030/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=4e0d44783de128e5b61cc43716a6afc4610f416451004547c4da32718dfc3353"	"{\"training\": {}, \"inference\": {}}"	"koelectra-korquad em 62 f1 71top1"	"{\"EM\": {\"value\": \"45.42%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"59.00%\", \"rank\": false, \"decs\": true}}"	"2021-05-12T01:49:38.335118+09:00"	false	"45.42%"	"59.00%"
51	19840	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0051/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=165cd7fd3dec24d3a4a9a883f55132451997d5de4f2ee233ad7c3fd7dca27546"	"{\"training\": {}, \"inference\": {}}"	"pororo top3"	"{\"EM\": {\"value\": \"43.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"59.97%\", \"rank\": false, \"decs\": true}}"	"2021-05-19T15:51:29.633822+09:00"	false	"43.33%"	"59.97%"
53	19879	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0053/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=aa13ffacbf351a0e1e717bc77b401b8ef893289fd3fdbbf42d70e5de3d0091fd"	"{\"training\": {}, \"inference\": {}}"	"pororo score 개선"	"{\"EM\": {\"value\": \"43.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.17%\", \"rank\": false, \"decs\": true}}"	"2021-05-19T17:10:40.324356+09:00"	false	"43.33%"	"60.17%"
54	20021	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0054/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6b11d99d10efb8ae80ef0af3b3ac21a8c771df973fe96547578f4eaa2b96556f"	"{\"training\": {}, \"inference\": {}}"	"batch8 63.3 71.9 -> top3 elastic 떨구고 스코어"	"{\"EM\": {\"value\": \"43.33%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.17%\", \"rank\": false, \"decs\": true}}"	"2021-05-19T22:28:01.963637+09:00"	false	"43.33%"	"60.17%"
23	16743	124	"정근영_T1185"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000031/Users/00000124/Submissions/0023/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210522%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210522T133434Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6fb22690599dfbdf42fb9cfbd2d05eab5e055ba3347a8e3a85b07ea0a1144f7b"	"{\"training\": {}, \"inference\": {}}"	"roberta (18)   top3"	"{\"EM\": {\"value\": \"42.92%\", \"rank\": true, \"decs\": true}, \"F1\": {\"value\": \"60.91%\", \"rank\": false, \"decs\": true}}"	"2021-05-10T17:36:20.336988+09:00"	false	"42.92%"	"60.91%"
